TVid,番組名,ジャンル,放送日,プライム,開始時,開始分,終了時,終了分,チャンネル,放送局
TVWatch.11702072355,時論公論「北方領土共同経済活動の意味と課題」石川一洋解説委員,,2017/02/07,0,23,55,24,5,1,NHK
TVWatch.11702212355,時論公論「南スーダンＰＫＯ　自衛隊“日報”問題」増田剛解説委員,,2017/02/21,0,23,55,24,5,1,NHK
TVWatch.11701312355,時論公論「南西諸島防衛　自衛隊配備に揺れる国境の島」増田剛解説委員,,2017/01/31,0,23,55,24,5,1,NHK
TVWatch.11703072355,時論公論「原発事故６年　廃炉を加速させるには」水野倫之解説委員,,2017/03/07,0,23,55,24,5,1,NHK
TVWatch.11702282355,時論公論「女子大学生刺傷事件　ストーカー被害　どう防ぐ」清永聡解説委員,,2017/02/28,0,23,55,24,5,1,NHK
TVWatch.11703292355,時論公論「学力テストは必要なのか」西川龍一解説委員,,2017/03/29,0,23,55,24,5,1,NHK
TVWatch.11702092355,時論公論「少年法改正議論　年齢引き下げの是非」清永聡解説委員,,2017/02/09,0,23,55,24,5,1,NHK
TVWatch.11702022355,時論公論「底上げ春闘　実現の課題」村田英明解説委員,,2017/02/02,0,23,55,24,5,1,NHK
TVWatch.11703242355,時論公論「教科“道徳”初めての教科書検定」早川信夫解説委員,,2017/03/24,0,23,55,24,5,1,NHK
TVWatch.11703302355,時論公論「文部科学省　組織ぐるみ天下りの構図」早川信夫解説委員,,2017/03/30,0,23,55,24,5,1,NHK
TVWatch.11702062355,時論公論「日米同盟　強化の行方は？」島田敏男・津屋尚解説委員,,2017/02/06,0,23,55,24,5,1,NHK
TVWatch.11702132355,時論公論「日米関係　首脳会談後を読む」島田敏男・髙橋祐介・西川吉郎解説委員,,2017/02/13,0,23,55,24,10,1,NHK
TVWatch.11702102355,時論公論「日米首脳会談　摩擦を防ぐために」神子田章博解説委員,,2017/02/10,0,23,55,24,5,1,NHK
TVWatch.11703102355,時論公論「東日本大震災６年　何が復興を阻んでいるのか」山﨑登・松本浩司解説委員,,2017/03/10,0,23,55,24,10,1,NHK
TVWatch.11703082355,時論公論「東日本大震災６年　次の大災害にどう備えるのか」松本浩司解説委員,,2017/03/08,0,23,55,24,5,1,NHK
TVWatch.11702142355,時論公論「東芝　原子力事業で巨額損失」関口博之解説委員,,2017/02/14,0,23,55,24,5,1,NHK
TVWatch.11703132355,時論公論「森友学園　認可申請取り下げ」西川龍一・安達宜正解説委員,,2017/03/13,0,23,55,24,5,1,NHK
TVWatch.11703232355,時論公論「森友学園籠池氏証人喚問」増田剛解説委員,,2017/03/23,0,23,55,24,5,1,NHK
TVWatch.11703022355,時論公論「混迷する受動喫煙対策」土屋敏之解説委員,,2017/03/02,0,23,55,24,5,1,NHK
TVWatch.11703142355,時論公論「混迷極まる東芝」関口博之解説委員,,2017/03/14,0,23,55,24,5,1,NHK
TVWatch.11702172355,時論公論「溶融燃料　険しい取り出しへの道」水野倫之解説委員,,2017/02/17,0,23,55,24,5,1,NHK
TVWatch.11703272355,時論公論「科学者は軍事研究にどう向き合うか」水野倫之解説委員,,2017/03/27,0,23,55,24,5,1,NHK
TVWatch.11702082355,時論公論「米ＴＰＰ離脱　日本農業は」合瀬宏毅解説委員,,2017/02/08,0,23,55,24,5,1,NHK
TVWatch.11703282355,時論公論「縮小できるか？放射性物質の検査」合瀬宏毅解説委員,,2017/03/28,0,23,55,24,5,1,NHK
TVWatch.11703032355,時論公論「自民党　総裁任期延長と派閥再編」太田真嗣解説委員,,2017/03/03,0,23,55,24,5,1,NHK
TVWatch.11703202355,時論公論「豊洲か築地か　移転はどうなる？」合瀬宏毅解説委員,,2017/03/20,0,23,55,24,5,1,NHK
TVWatch.11702152355,時論公論「辺野古海上工事本格化　沖縄は」西川龍一解説委員,,2017/02/15,0,23,55,24,5,1,NHK
TVWatch.11702242355,時論公論「障害者殺傷事件　悲劇を繰り返さないために」村田英明解説委員,,2017/02/24,0,23,55,24,5,1,NHK
TVWatch.61703302630,普通の女子校生が【ろこどる】やってみた。,,2017/03/30,0,26,30,27,0,6,TBS
TVWatch.61701280925,暮らしのレシピ,,2017/01/28,0,9,25,9,30,6,TBS
TVWatch.61702040925,暮らしのレシピ,,2017/02/04,0,9,25,9,30,6,TBS
TVWatch.61702110925,暮らしのレシピ,,2017/02/11,0,9,25,9,30,6,TBS
TVWatch.61702180925,暮らしのレシピ,,2017/02/18,0,9,25,9,30,6,TBS
TVWatch.61702250925,暮らしのレシピ,,2017/02/25,0,9,25,9,30,6,TBS
TVWatch.61703180925,暮らしのレシピ　今どきモテ男子特集！井出卓也さん　キッチンデート,,2017/03/18,0,9,25,9,30,6,TBS
TVWatch.61703110925,暮らしのレシピ　今どきモテ男子特集！井出卓也さん　モテる趣味！？,,2017/03/11,0,9,25,9,30,6,TBS
TVWatch.61703040925,暮らしのレシピ　今どきモテ男子特集！井出卓也さん　料理男子への道,,2017/03/04,0,9,25,9,30,6,TBS
TVWatch.61703250925,暮らしのレシピ　今どきモテ男子特集！井出卓也さん　自分の磨き方,,2017/03/25,0,9,25,9,30,6,TBS
TVWatch.61702181500,暮らしのレシピｓｐｅｃｉａｌ　ステキな暮らしをつくる家２２のヒント,,2017/02/18,0,15,0,15,54,6,TBS
TVWatch.41703202100,月曜から夜ふかし　日本の大大大問題！春の全国一斉調査ＳＰ,,2017/03/20,1,21,0,22,54,4,日本テレビ
TVWatch.41702202359,月曜から夜ふかし【ＪＲ中央線調査！ロックな高円寺、住みたい吉祥寺、おごる立川】,,2017/02/20,0,23,59,24,54,4,日本テレビ
TVWatch.41702062359,月曜から夜ふかし【埼京線ユーザーを調査！与野、浦和、戸田、赤羽…不満大爆発】,,2017/02/06,0,23,59,24,54,4,日本テレビ
TVWatch.41701302359,月曜から夜ふかし【恋ダンスを練習する７０歳たち＆マツコ、新しいツッコミを提案】,,2017/01/30,0,23,59,24,54,4,日本テレビ
TVWatch.41702132359,月曜から夜ふかし【群馬でバカ売れしてる漫画を調査、最新ドローンにマツコ大混乱】,,2017/02/13,0,23,59,24,54,4,日本テレビ
TVWatch.41703132359,月曜から夜ふかし【茨城ニュース！鈴木奈々キャスター＆盛り上がる心理テスト】,,2017/03/13,0,23,59,24,54,4,日本テレビ
TVWatch.41703062359,月曜から夜ふかし【街行く人の手帳の中身を大調査＆パー子、ペー以外には厳しい】,,2017/03/06,0,23,59,24,54,4,日本テレビ
TVWatch.41702272359,月曜から夜ふかし【雪国の人たちの個人的ニュース＆高級魚のどぐろ、意外な食べ方】,,2017/02/27,0,23,59,24,54,4,日本テレビ
TVWatch.41703202359,月曜から夜ふかしＳＰ第２部【各県別言われたらムッとする言葉＆なにわのエジソン】,,2017/03/20,0,23,59,24,54,4,日本テレビ
TVWatch.41703181530,月曜から夜ふかし特別版【桐谷さん＆フェフ姉さんのプレイバックＳＰ】,,2017/03/18,0,15,30,17,0,4,日本テレビ
TVWatch.61703132000,月曜名作劇場　小泉孝太郎×森村誠一サスペンス「魔性の群像　刑事・森崎慎平４」,,2017/03/13,1,20,0,21,50,6,TBS
TVWatch.61703272000,月曜名作劇場・渡瀬恒彦さん「十津川警部シリーズ」全５４本の最高傑作を８年ぶり放送,,2017/03/27,1,20,0,22,54,6,TBS
TVWatch.61702062000,月曜名作劇場「あんみつ検事の捜査ファイル（２）～白骨夫人の遺言書～」,,2017/02/06,1,20,0,21,50,6,TBS
TVWatch.61702272000,月曜名作劇場「刑事夫婦３」　,,2017/02/27,1,20,0,21,50,6,TBS
TVWatch.61703062000,月曜名作劇場「秘密捜査官　危険な二人～京都不死鳥殺人事件」,,2017/03/06,1,20,0,21,50,6,TBS
TVWatch.61701302000,月曜名作劇場「駅弁刑事・神保徳之助１１　～わたらせ鉄道　友情編～」,,2017/01/30,1,20,0,21,50,6,TBS
TVWatch.61702102420,有吉ジャポン,"[情報番組,バラエティ番組]",2017/02/10,0,24,20,24,50,6,TBS
TVWatch.61702242421,有吉ジャポン,"[情報番組,バラエティ番組]",2017/02/24,0,24,21,24,51,6,TBS
TVWatch.61703032450,有吉ジャポン,"[情報番組,バラエティ番組]",2017/03/03,0,24,50,25,20,6,TBS
TVWatch.61703172450,有吉ジャポン,"[情報番組,バラエティ番組]",2017/03/17,0,24,50,25,20,6,TBS
TVWatch.61703242435,有吉ジャポン,"[情報番組,バラエティ番組]",2017/03/24,0,24,35,25,5,6,TBS
TVWatch.61702032420,有吉ジャポン【京急もつ煮ラインって何？＆ブルゾンちえみ】,,2017/02/03,0,24,20,24,50,6,TBS
TVWatch.61702172420,有吉ジャポン【大行列！大人気！謎の新橋“リーマンパスタ”】,,2017/02/17,0,24,20,24,50,6,TBS
TVWatch.61703102450,有吉ジャポン【浅草・町中華！究極の半チャンラーメン】,,2017/03/10,0,24,50,25,20,6,TBS
TVWatch.41702181545,有吉ゼミ　ヒロミ＆タッキー２０１７も始動ＳＰ直前,,2017/02/18,0,15,45,17,0,4,日本テレビ
TVWatch.41703251400,有吉ゼミ　ヒロミ＆タッキー春のリフォームＳＰ直前,,2017/03/25,0,14,0,15,25,4,日本テレビ
TVWatch.41702041430,有吉ゼミ　氷川きよしケーキ作りも大盛況　直前ＳＰ,,2017/02/04,0,14,30,15,30,4,日本テレビ
TVWatch.41702061900,有吉ゼミ【ギャル曽根＆大食い美女が食べ放題バスツアー＆氷川きよし最強スイーツ】,,2017/02/06,1,19,0,19,56,4,日本テレビ
TVWatch.41701301900,有吉ゼミ【はなわ柔道３兄弟！新人戦で最大の事件…緊急手術＆家電アスリート集結】,,2017/01/30,1,19,0,19,56,4,日本テレビ
TVWatch.41702201900,有吉ゼミ【ヒロミ＆タッキーの最強リフォーム＆２世芸能人親バカＮｏ．１決定戦】,,2017/02/20,1,19,0,20,54,4,日本テレビ
TVWatch.41703061900,有吉ゼミ【的場浩司、家を買う。伊豆編＆はなわ柔道三兄弟…二男が大激闘ＳＰ】,,2017/03/06,1,19,0,19,56,4,日本テレビ
TVWatch.41702131900,有吉ゼミ【的場浩司、家を買う。湘南編＆片付けすぎ芸能人の最強収納術ＳＰ】,,2017/02/13,1,19,0,19,56,4,日本テレビ
TVWatch.41703131900,有吉ゼミＳＰ【ギャル曽根ＶＳ巨大グルメ＆梅沢富美男、石原良純が家電爆買い！】,,2017/03/13,1,19,0,20,54,4,日本テレビ
TVWatch.41703271900,有吉ゼミＳＰ【ヒロミ＆タッキー最強リフォーム！ニコル＆ノラが最安値ツアーへ】,,2017/03/27,1,19,0,21,0,4,日本テレビ
TVWatch.41701282330,有吉反省会,[バラエティ番組],2017/01/28,0,23,30,23,55,4,日本テレビ
TVWatch.41702182330,有吉反省会,[バラエティ番組],2017/02/18,0,23,30,23,55,4,日本テレビ
TVWatch.41702252330,有吉反省会,[バラエティ番組],2017/02/25,0,23,30,23,55,4,日本テレビ
TVWatch.41703042330,有吉反省会,[バラエティ番組],2017/03/04,0,23,30,23,55,4,日本テレビ
TVWatch.41703112330,有吉反省会,[バラエティ番組],2017/03/11,0,23,30,23,55,4,日本テレビ
TVWatch.41703182330,有吉反省会　,[バラエティ番組],2017/03/18,0,23,30,23,55,4,日本テレビ
TVWatch.41702042330,有吉反省会　バカリ友近＆指原が成敗！,[バラエティ番組],2017/02/04,0,23,30,23,55,4,日本テレビ
TVWatch.41703252330,有吉反省会　バカリ大吉＆友近＆指原が成敗！裸の美男俳優と眠たそうな人気歌手の禊,[バラエティ番組],2017/03/25,0,23,30,23,55,4,日本テレビ
TVWatch.41702112330,有吉反省会　指原バカリ大久保が成敗！,[バラエティ番組],2017/02/11,0,23,30,23,55,4,日本テレビ
TVWatch.81701312200,有吉弘行のダレトク！？,,2017/01/31,1,22,0,22,54,8,フジテレビ
TVWatch.81702072200,有吉弘行のダレトク！？,,2017/02/07,1,22,0,22,54,8,フジテレビ
TVWatch.81702142200,有吉弘行のダレトク！？,,2017/02/14,1,22,0,22,54,8,フジテレビ
TVWatch.81702212200,有吉弘行のダレトク！？,,2017/02/21,1,22,0,22,54,8,フジテレビ
TVWatch.81702282200,有吉弘行のダレトク！？,,2017/02/28,1,22,0,22,54,8,フジテレビ
TVWatch.81703072215,有吉弘行のダレトク！？,,2017/03/07,1,22,15,23,9,8,フジテレビ
TVWatch.81703142215,有吉弘行のダレトク！？【有吉の真麻イジリベスト１０発表に父・英樹は…！？】,,2017/03/14,1,22,15,23,9,8,フジテレビ
TVWatch.81703212100,有吉弘行のダレトク！？春の卍ヤバイ一斉捜査２時間ＳＰ【芸能人の一斉肌検問】,,2017/03/21,1,21,0,22,48,8,フジテレビ
TVWatch.11703242200,有田Ｐ　おもてなす「木村佳乃」,,2017/03/24,1,22,0,22,45,1,NHK
TVWatch.61702082518,有田ジェネレーション☆ケンドーコバヤシ軍団対決～後編☆,,2017/02/08,0,25,18,25,53,6,TBS
TVWatch.61703152533,有田ジェネレーション☆下克上ネタバトル～最終決着☆,,2017/03/15,0,25,33,26,8,6,TBS
TVWatch.61703082533,有田ジェネレーション☆下克上ネタバトル☆,,2017/03/08,0,25,33,26,3,6,TBS
TVWatch.61703012613,有田ジェネレーション☆下克上ネタバトル開戦☆,,2017/03/01,0,26,13,26,43,6,TBS
TVWatch.61703222443,有田ジェネレーション☆売れっ子芸人が推薦！激推しグランプリ☆,,2017/03/22,0,24,43,25,43,6,TBS
TVWatch.61703292520,有田ジェネレーション☆激推しグランプリ～未公開ネタ編☆,,2017/03/29,0,25,20,25,55,6,TBS
TVWatch.61702012518,有田ジェネレーション☆芸人軍団対決～ケンドーコバヤシ軍団対決～☆,,2017/02/01,0,25,18,25,53,6,TBS
TVWatch.61702222519,有田ジェネレーション☆麒麟・川島の芸人軍団と対決～後編☆,,2017/02/22,0,25,19,25,54,6,TBS
TVWatch.61702152518,有田ジェネレーション☆麒麟・川島の芸人軍団と対決☆,,2017/02/15,0,25,18,25,53,6,TBS
TVWatch.101703040800,朝だ！生です旅サラダ　「真田丸」豊臣秀次が近江八幡を巡る！？フィリピン（秘）避暑地,,2017/03/04,0,8,0,9,30,10,テレビ朝日
TVWatch.101702040800,朝だ！生です旅サラダ　モロ師岡が巡るディープな沖縄！神秘のエアーズロックｉｎ豪州,,2017/02/04,0,8,0,9,30,10,テレビ朝日
TVWatch.101703250800,朝だ！生です旅サラダ　元阪神・下柳投手が奄美へ！フィリピン・世界最小級の霊長類,,2017/03/25,0,8,0,9,30,10,テレビ朝日
TVWatch.101703180800,朝だ！生です旅サラダ　市川右團次が思い出の新潟へ！大人気のセブ島（秘）スポット巡り,,2017/03/18,0,8,0,9,30,10,テレビ朝日
TVWatch.101702250800,朝だ！生です旅サラダ　東ちづるがイルカと泳ぐ！？高知・室戸岬の贅沢オーベルジュ！,,2017/02/25,0,8,0,9,30,10,テレビ朝日
TVWatch.101703110800,朝だ！生です旅サラダ　松本伊代が号泣！？出雲大社へ…憧れのフィリピン・ボラカイ島,,2017/03/11,0,8,0,9,30,10,テレビ朝日
TVWatch.101701280800,朝だ！生です旅サラダ　渡辺徹が最下位・茨城県に喝！？西オーストラリアの大自然体感,,2017/01/28,0,8,0,9,30,10,テレビ朝日
TVWatch.101702110800,朝だ！生です旅サラダ　田中健は豪雪地帯の極上の宿へ！天国に一番近い島でバカンス,,2017/02/11,0,8,0,9,30,10,テレビ朝日
TVWatch.101702180800,朝だ！生です旅サラダ　福永騎手＆松尾アナ夫婦旅ｉｎ富山！天国に一番近い島・第二弾,,2017/02/18,0,8,0,9,30,10,テレビ朝日
TVWatch.121701310418,朝ダネ！,,2017/01/31,0,4,18,4,23,12,テレビ東京
TVWatch.121702010418,朝ダネ！,,2017/02/01,0,4,18,4,23,12,テレビ東京
TVWatch.121702030418,朝ダネ！,,2017/02/03,0,4,18,4,23,12,テレビ東京
TVWatch.121702070418,朝ダネ！,,2017/02/07,0,4,18,4,23,12,テレビ東京
TVWatch.121702080418,朝ダネ！,,2017/02/08,0,4,18,4,23,12,テレビ東京
TVWatch.121702100418,朝ダネ！,,2017/02/10,0,4,18,4,23,12,テレビ東京
TVWatch.121702140418,朝ダネ！,,2017/02/14,0,4,18,4,23,12,テレビ東京
TVWatch.121702150418,朝ダネ！,,2017/02/15,0,4,18,4,23,12,テレビ東京
TVWatch.121702170418,朝ダネ！,,2017/02/17,0,4,18,4,23,12,テレビ東京
TVWatch.121702210418,朝ダネ！,,2017/02/21,0,4,18,4,23,12,テレビ東京
TVWatch.121702220418,朝ダネ！,,2017/02/22,0,4,18,4,23,12,テレビ東京
TVWatch.121702240418,朝ダネ！,,2017/02/24,0,4,18,4,23,12,テレビ東京
TVWatch.121702280418,朝ダネ！,,2017/02/28,0,4,18,4,23,12,テレビ東京
TVWatch.121703010418,朝ダネ！,,2017/03/01,0,4,18,4,23,12,テレビ東京
TVWatch.121703030418,朝ダネ！,,2017/03/03,0,4,18,4,23,12,テレビ東京
TVWatch.121703070418,朝ダネ！,,2017/03/07,0,4,18,4,23,12,テレビ東京
TVWatch.121703080418,朝ダネ！,,2017/03/08,0,4,18,4,23,12,テレビ東京
TVWatch.121703100418,朝ダネ！,,2017/03/10,0,4,18,4,23,12,テレビ東京
TVWatch.121703140418,朝ダネ！,,2017/03/14,0,4,18,4,23,12,テレビ東京
TVWatch.121703170418,朝ダネ！,,2017/03/17,0,4,18,4,23,12,テレビ東京
TVWatch.121703210418,朝ダネ！,,2017/03/21,0,4,18,4,23,12,テレビ東京
TVWatch.121703220418,朝ダネ！,,2017/03/22,0,4,18,4,23,12,テレビ東京
TVWatch.121703240418,朝ダネ！,,2017/03/24,0,4,18,4,23,12,テレビ東京
TVWatch.121703280418,朝ダネ！,,2017/03/28,0,4,18,4,23,12,テレビ東京
TVWatch.121703290418,朝ダネ！,,2017/03/29,0,4,18,4,23,12,テレビ東京
TVWatch.121703310418,朝ダネ！,,2017/03/31,0,4,18,4,23,12,テレビ東京
TVWatch.101702242525,朝まで生テレビ！,,2017/02/24,0,25,25,28,25,10,テレビ朝日
TVWatch.101703312525,朝まで生テレビ！,,2017/03/31,0,25,25,28,25,10,テレビ朝日
TVWatch.41703191530,木曜夜７時は…衝撃のアノ人に会ってみた！,,2017/03/19,0,15,30,17,0,4,日本テレビ
TVWatch.121701281715,未来の主役　地球の子どもたち,,2017/01/28,0,17,15,17,20,12,テレビ東京
TVWatch.121702041715,未来の主役　地球の子どもたち,,2017/02/04,0,17,15,17,20,12,テレビ東京
TVWatch.121702111715,未来の主役　地球の子どもたち,,2017/02/11,0,17,15,17,20,12,テレビ東京
TVWatch.121702181715,未来の主役　地球の子どもたち,,2017/02/18,0,17,15,17,20,12,テレビ東京
TVWatch.121702251715,未来の主役　地球の子どもたち,,2017/02/25,0,17,15,17,20,12,テレビ東京
TVWatch.121703041715,未来の主役　地球の子どもたち,,2017/03/04,0,17,15,17,20,12,テレビ東京
TVWatch.121703111715,未来の主役　地球の子どもたち,,2017/03/11,0,17,15,17,20,12,テレビ東京
TVWatch.121703181715,未来の主役　地球の子どもたち,,2017/03/18,0,17,15,17,20,12,テレビ東京
TVWatch.121703251715,未来の主役　地球の子どもたち,,2017/03/25,0,17,15,17,20,12,テレビ東京
TVWatch.61701292254,未来の起源,,2017/01/29,1,22,54,23,0,6,TBS
TVWatch.61702052254,未来の起源,,2017/02/05,1,22,54,23,0,6,TBS
TVWatch.61702122254,未来の起源,,2017/02/12,1,22,54,23,0,6,TBS
TVWatch.61702192254,未来の起源,,2017/02/19,1,22,54,23,0,6,TBS
TVWatch.61702262254,未来の起源,,2017/02/26,1,22,54,23,0,6,TBS
TVWatch.61703052254,未来の起源,,2017/03/05,1,22,54,23,0,6,TBS
TVWatch.61703122304,未来の起源,,2017/03/12,0,23,4,23,10,6,TBS
TVWatch.61703192309,未来の起源,,2017/03/19,0,23,9,23,15,6,TBS
TVWatch.61703262327,未来の起源,,2017/03/26,0,23,27,23,30,6,TBS
TVWatch.121703261600,未来へチェンジ！！～パラスポーツで世界を変える～【武井壮　ボッチャ対決！】,,2017/03/26,0,16,0,17,15,12,テレビ東京
TVWatch.121701302200,未来世紀ジパング【アジアの危機を救え！テロに屈しないニッポン】,,2017/01/30,1,22,0,22,54,12,テレビ東京
TVWatch.121702272200,未来世紀ジパング【シリーズ　韓国異変！「食」から見える不思議な事情…】,,2017/02/27,1,22,0,22,54,12,テレビ東京
TVWatch.121703132200,未来世紀ジパング【シリーズ中国異変！「○○ブーム」に隠れた大問題】,,2017/03/13,1,22,0,22,54,12,テレビ東京
TVWatch.121702062200,未来世紀ジパング【みんなが大好きなバナナとチョコレートが危機！？】,,2017/02/06,1,22,0,22,54,12,テレビ東京
TVWatch.121703272200,未来世紀ジパング【応援したいニッポン人ＳＰ】,,2017/03/27,1,22,0,22,54,12,テレビ東京
TVWatch.121702202200,未来世紀ジパング【揺れるイタリアの真実…高級ブランドの裏側】,,2017/02/20,1,22,0,22,54,12,テレビ東京
TVWatch.121702132200,未来世紀ジパング【日本人が知らない台湾　トランプ大統領で揺れていた！】,,2017/02/13,1,22,0,22,54,12,テレビ東京
TVWatch.121703202200,未来世紀ジパング【池上彰が徹底解説！“カジノの街”ラスベガス】,,2017/03/20,1,22,0,22,54,12,テレビ東京
TVWatch.121703062200,未来世紀ジパング【途上国から“宝”を見つける！】,,2017/03/06,1,22,0,22,54,12,テレビ東京
TVWatch.61703261400,本日、夜９時大型ドラマＳＰ「リーダーズ２」主演　佐藤浩市　いよいよ放送記念ナビ！,,2017/03/26,0,14,0,15,0,6,TBS
TVWatch.61703251630,本音トークドキュメント！熊川哲也×膳場貴子　コトバで踊る。,,2017/03/25,0,16,30,17,0,6,TBS
TVWatch.81702032530,村上マヨネーズのツッコませて頂きます！＜フジバラナイト　ＦＲＩ＞,,2017/02/03,0,25,30,26,0,8,フジテレビ
TVWatch.81702102530,村上マヨネーズのツッコませて頂きます！＜フジバラナイト　ＦＲＩ＞,,2017/02/10,0,25,30,26,0,8,フジテレビ
TVWatch.81702172635,村上マヨネーズのツッコませて頂きます！＜フジバラナイト　ＦＲＩ＞,,2017/02/17,0,26,35,27,5,8,フジテレビ
TVWatch.81702242540,村上マヨネーズのツッコませて頂きます！＜フジバラナイト　ＦＲＩ＞,,2017/02/24,0,25,40,26,10,8,フジテレビ
TVWatch.81703032645,村上マヨネーズのツッコませて頂きます！＜フジバラナイト　ＦＲＩ＞,,2017/03/03,0,26,45,27,15,8,フジテレビ
TVWatch.81703102615,村上マヨネーズのツッコませて頂きます！＜フジバラナイト　ＦＲＩ＞,,2017/03/10,0,26,15,26,45,8,フジテレビ
TVWatch.81703172715,村上マヨネーズのツッコませて頂きます！＜フジバラナイト　ＦＲＩ＞,,2017/03/17,0,27,15,27,45,8,フジテレビ
TVWatch.81702012455,村上信五とスポーツの神様たち,"[スポーツ番組,トーク番組,バラエティ番組]",2017/02/01,0,24,55,25,25,8,フジテレビ
TVWatch.81702082455,村上信五とスポーツの神様たち,"[スポーツ番組,トーク番組,バラエティ番組]",2017/02/08,0,24,55,25,25,8,フジテレビ
TVWatch.81702152505,村上信五とスポーツの神様たち,"[スポーツ番組,トーク番組,バラエティ番組]",2017/02/15,0,25,5,25,35,8,フジテレビ
TVWatch.81702222505,村上信五とスポーツの神様たち,"[スポーツ番組,トーク番組,バラエティ番組]",2017/02/22,0,25,5,25,35,8,フジテレビ
TVWatch.81703012610,村上信五とスポーツの神様たち,"[スポーツ番組,トーク番組,バラエティ番組]",2017/03/01,0,26,10,26,40,8,フジテレビ
TVWatch.81703082615,村上信五とスポーツの神様たち,"[スポーツ番組,トーク番組,バラエティ番組]",2017/03/08,0,26,15,26,45,8,フジテレビ
TVWatch.81703152455,村上信五とスポーツの神様たち,"[スポーツ番組,トーク番組,バラエティ番組]",2017/03/15,0,24,55,25,25,8,フジテレビ
TVWatch.81703222435,村上信五とスポーツの神様たち～一流アスリートがスポーツの話を封印したらすごい話…,"[スポーツ番組,トーク番組,バラエティ番組]",2017/03/22,0,24,35,25,35,8,フジテレビ
TVWatch.11702051655,村山斉の宇宙をめぐる大冒険［再］,,2017/02/05,0,16,55,17,55,1,NHK
TVWatch.101703231415,東京サイト　『ＨＩＶ／エイズ』,,2017/03/23,0,14,15,14,19,10,テレビ朝日
TVWatch.101702141400,東京サイト　『アフタースクール』,,2017/02/14,0,14,0,14,4,10,テレビ朝日
TVWatch.101702271400,東京サイト　『そなエリア東京』,,2017/02/27,0,14,0,14,4,10,テレビ朝日
TVWatch.101703081400,東京サイト　『タレント・モデル契約被害』,,2017/03/08,0,14,0,14,4,10,テレビ朝日
TVWatch.101703221400,東京サイト　『デング熱・ジカ熱』,,2017/03/22,0,14,0,14,4,10,テレビ朝日
TVWatch.101703151400,東京サイト　『フレキシブルな働き方推進』,,2017/03/15,0,14,0,14,4,10,テレビ朝日
TVWatch.101703101400,東京サイト　『マルチ商法被害』,,2017/03/10,0,14,0,14,4,10,テレビ朝日
TVWatch.101702071400,東京サイト　『まんじゅうを楽しむカフェ』,,2017/02/07,0,14,0,14,4,10,テレビ朝日
TVWatch.101702091400,東京サイト　『ミシンがかけられるカフェ』,,2017/02/09,0,14,0,14,4,10,テレビ朝日
TVWatch.101701301400,東京サイト　『上野の冬に元気な動物』,,2017/01/30,0,14,0,14,4,10,テレビ朝日
TVWatch.101701311400,東京サイト　『上野動物園・両生爬虫類館』,,2017/01/31,0,14,0,14,4,10,テレビ朝日
TVWatch.101702061400,東京サイト　『古民家を改装したカフェ』,,2017/02/06,0,14,0,14,4,10,テレビ朝日
TVWatch.101702081400,東京サイト　『名作椅子でくつろぐカフェ』,,2017/02/08,0,14,0,14,4,10,テレビ朝日
TVWatch.101703311400,東京サイト　『善福寺川緑地』,,2017/03/31,0,14,0,14,4,10,テレビ朝日
TVWatch.101703271400,東京サイト　『国営昭和記念公園』,,2017/03/27,0,14,0,14,4,10,テレビ朝日
TVWatch.101702201400,東京サイト　『地域の課題を解決』,,2017/02/20,0,14,0,14,4,10,テレビ朝日
TVWatch.101703031400,東京サイト　『地域の防災活動』,,2017/03/03,0,14,0,14,4,10,テレビ朝日
TVWatch.101702241400,東京サイト　『地域活動のリーダー養成』,,2017/02/24,0,14,0,14,4,10,テレビ朝日
TVWatch.101702021400,東京サイト　『多摩のオーストラリア園』,,2017/02/02,0,14,0,14,4,10,テレビ朝日
TVWatch.101702011400,東京サイト　『多摩の冬に元気な動物』,,2017/02/01,0,14,0,14,4,10,テレビ朝日
TVWatch.101702031400,東京サイト　『多摩動物公園・昆虫生態園』,,2017/02/03,0,14,0,14,4,10,テレビ朝日
TVWatch.101702131400,東京サイト　『多様な働き方で輝く』,,2017/02/13,0,14,0,14,4,10,テレビ朝日
TVWatch.101703061400,東京サイト　『多重債務』,,2017/03/06,0,14,0,14,4,10,テレビ朝日
TVWatch.101702161400,東京サイト　『女性研究者の支援』,,2017/02/16,0,14,0,14,4,10,テレビ朝日
TVWatch.101702211400,東京サイト　『子育てをサポート』,,2017/02/21,0,14,0,14,4,10,テレビ朝日
TVWatch.101703071400,東京サイト　『就活塾の被害』,,2017/03/07,0,14,0,14,4,10,テレビ朝日
TVWatch.101702101400,東京サイト　『文房具好きが集うカフェ』,,2017/02/10,0,14,0,14,4,10,テレビ朝日
TVWatch.101703281400,東京サイト　『新宿御苑』,,2017/03/28,0,14,0,14,4,10,テレビ朝日
TVWatch.101703141400,東京サイト　『朝方勤務の推進』,,2017/03/14,0,14,0,14,4,10,テレビ朝日
TVWatch.101703091400,東京サイト　『架空請求被害』,,2017/03/09,0,14,0,14,4,10,テレビ朝日
TVWatch.101703241400,東京サイト　『梅毒』,,2017/03/24,0,14,0,14,4,10,テレビ朝日
TVWatch.101703171400,東京サイト　『業務の効率化推進』,,2017/03/17,0,14,0,14,4,10,テレビ朝日
