番組ID,商品ID,秒数
TVWatch.61703252324,83.0,15
TVWatch.61703252330,83.0,15
TVWatch.61703252330,114.0,15
TVWatch.61703252330,181.0,30
TVWatch.61703252400,80.0,15
TVWatch.61703252400,83.0,15
TVWatch.61703252430,83.0,15
TVWatch.61703252458,80.0,15
TVWatch.61703252458,83.0,15
TVWatch.61703252458,163.0,15
TVWatch.61703252458,164.0,15
TVWatch.61703252553,1.0,15
TVWatch.61703252553,163.0,15
TVWatch.61703252623,1.0,15
TVWatch.61703252653,1.0,15
TVWatch.61703252653,55.0,30
TVWatch.61703260400,1.0,15
TVWatch.61703260500,1.0,15
TVWatch.61703260800,83.0,45
TVWatch.61703260954,83.0,15
TVWatch.61703261300,83.0,15
TVWatch.61703261354,1.0,15
TVWatch.61703261400,80.0,15
TVWatch.61703261600,39.0,15
TVWatch.61703261600,163.0,30
TVWatch.61703261730,163.0,30
TVWatch.61703261830,39.0,15
TVWatch.61703261830,83.0,15
TVWatch.61703262100,114.0,15
TVWatch.61703262330,55.0,30
TVWatch.61703262400,80.0,15
TVWatch.61703262400,83.0,15
TVWatch.61703262430,1.0,15
TVWatch.61703262430,80.0,15
TVWatch.61703262430,83.0,15
TVWatch.61703262550,1.0,30
TVWatch.61703270400,1.0,30
TVWatch.61703270525,39.0,15
TVWatch.61703270800,1.0,15
TVWatch.61703271300,80.0,15
TVWatch.61703271355,1.0,15
TVWatch.61703271550,1.0,15
TVWatch.61703271550,39.0,15
TVWatch.61703271550,163.0,60
TVWatch.61703272000,80.0,15
TVWatch.61703272000,163.0,15
TVWatch.61703272300,119.0,30
TVWatch.61703272410,1.0,15
TVWatch.61703272410,80.0,15
TVWatch.61703272410,164.0,15
TVWatch.61703272458,32.0,15
TVWatch.61703272458,80.0,15
TVWatch.61703272458,164.0,15
TVWatch.61703272607,1.0,15
TVWatch.61703280400,1.0,30
TVWatch.61703280525,39.0,15
TVWatch.61703280700,39.0,15
TVWatch.61703280800,1.0,15
TVWatch.61703280800,39.0,15
TVWatch.61703281300,80.0,30
TVWatch.61703281550,39.0,15
TVWatch.61703281550,163.0,45
TVWatch.61703281550,165.0,30
TVWatch.61703281900,1.0,15
TVWatch.61703281900,39.0,15
TVWatch.61703281900,55.0,15
TVWatch.61703281900,163.0,15
TVWatch.61703281900,165.0,45
TVWatch.61703282300,1.0,15
TVWatch.61703282300,80.0,15
TVWatch.61703282300,163.0,30
TVWatch.61703282410,39.0,15
TVWatch.61703282410,119.0,15
TVWatch.61703282410,163.0,15
TVWatch.61703282458,163.0,15
TVWatch.61703282458,164.0,15
TVWatch.61703282530,163.0,15
TVWatch.61703282559,1.0,30
TVWatch.61703282559,119.0,15
TVWatch.61703282559,165.0,30
TVWatch.61703290400,1.0,30
TVWatch.61703290525,39.0,15
TVWatch.61703290800,39.0,15
TVWatch.61703291025,147.0,15
TVWatch.61703291300,80.0,45
TVWatch.61703291355,1.0,15
TVWatch.61703291355,119.0,15
TVWatch.61703291550,1.0,15
TVWatch.61703291550,39.0,15
TVWatch.61703291550,163.0,75
TVWatch.61703291550,165.0,30
TVWatch.61703291900,7.0,15
TVWatch.61703291900,163.0,15
TVWatch.61703291900,164.0,30
TVWatch.61703292300,119.0,15
TVWatch.61703292300,165.0,15
TVWatch.61703292410,1.0,15
TVWatch.61703292410,119.0,30
TVWatch.61703292410,165.0,15
TVWatch.61703292520,164.0,15
TVWatch.61703292555,1.0,15
TVWatch.61703292555,39.0,15
TVWatch.61703292555,164.0,15
TVWatch.61703292625,1.0,15
TVWatch.61703292632,55.0,15
TVWatch.61703300400,1.0,15
TVWatch.61703300525,39.0,15
TVWatch.61703300800,39.0,15
TVWatch.61703301300,80.0,15
TVWatch.61703301355,1.0,15
TVWatch.61703301355,80.0,15
TVWatch.61703301355,164.0,15
TVWatch.61703301550,1.0,15
TVWatch.61703301550,39.0,30
TVWatch.61703301550,80.0,15
TVWatch.61703301550,163.0,75
TVWatch.61703301550,164.0,30
TVWatch.61703301550,165.0,30
TVWatch.61703301900,1.0,45
TVWatch.61703301900,5.0,15
TVWatch.61703301900,7.0,15
TVWatch.61703301900,163.0,15
TVWatch.61703301900,186.0,15
TVWatch.61703302157,55.0,30
TVWatch.61703302157,164.0,15
TVWatch.61703302300,55.0,15
TVWatch.61703302410,80.0,15
TVWatch.61703302410,119.0,15
TVWatch.61703302458,163.0,15
TVWatch.61703302458,165.0,45
TVWatch.61703302600,1.0,15
TVWatch.61703302600,165.0,15
TVWatch.61703302630,1.0,15
TVWatch.61703310400,1.0,15
TVWatch.61703310525,39.0,15
TVWatch.61703310525,163.0,15
TVWatch.61703310800,1.0,15
TVWatch.61703310800,39.0,15
TVWatch.61703311300,80.0,45
TVWatch.61703311355,1.0,15
TVWatch.61703311550,1.0,45
TVWatch.61703311550,39.0,30
TVWatch.61703311550,163.0,15
TVWatch.61703311550,165.0,30
TVWatch.61703312057,186.0,15
TVWatch.61703312057,187.0,15
TVWatch.61703312300,39.0,15
TVWatch.61703312300,165.0,15
TVWatch.61703312330,165.0,30
TVWatch.61703312430,165.0,15
TVWatch.61703312435,1.0,15
TVWatch.61703312435,39.0,15
TVWatch.61703312435,163.0,15
TVWatch.61703312435,165.0,30
TVWatch.61703312535,165.0,15
TVWatch.61703312540,39.0,15
TVWatch.61703312612,1.0,30
TVWatch.61703312612,165.0,45
TVWatch.81701280600,54.0,30
TVWatch.81701280830,97.0,30
TVWatch.81701281025,97.0,15
TVWatch.81701281025,197.0,15
TVWatch.81701281200,55.0,15
TVWatch.81701281400,54.0,30
TVWatch.81701281505,55.0,15
TVWatch.81701281505,97.0,15
TVWatch.81701281505,192.0,30
TVWatch.81701281505,197.0,15
TVWatch.81701281830,55.0,15
TVWatch.81701281957,55.0,15
TVWatch.81701282054,114.0,15
TVWatch.81701282054,164.0,15
TVWatch.81701282100,54.0,30
TVWatch.81701282100,164.0,15
TVWatch.81701282310,30.0,15
TVWatch.81701282515,114.0,45
TVWatch.81701282545,36.0,15
TVWatch.81701282605,97.0,15
TVWatch.81701282605,164.0,15
TVWatch.81701282620,55.0,30
TVWatch.81701282620,164.0,60
TVWatch.81701291500,197.0,15
TVWatch.81701291605,55.0,15
TVWatch.81701291725,97.0,15
TVWatch.81701291900,36.0,15
TVWatch.81701291900,97.0,30
TVWatch.81701292100,97.0,30
TVWatch.81701292200,54.0,30
TVWatch.81701292315,54.0,30
TVWatch.81701292315,97.0,15
TVWatch.81701292315,114.0,15
TVWatch.81701292315,197.0,15
TVWatch.81701292430,55.0,15
TVWatch.81701292430,114.0,30
TVWatch.81701292500,114.0,15
TVWatch.81701292530,97.0,30
TVWatch.81701292530,192.0,30
TVWatch.81701300700,36.0,15
TVWatch.81701300700,55.0,15
TVWatch.81701300950,54.0,30
TVWatch.81701300950,55.0,15
TVWatch.81701300950,97.0,30
TVWatch.81701300950,197.0,15
TVWatch.81701301155,55.0,30
TVWatch.81701301155,97.0,30
TVWatch.81701301345,54.0,30
TVWatch.81701301345,55.0,30
TVWatch.81701301345,97.0,15
TVWatch.81701301550,55.0,15
TVWatch.81701301550,97.0,15
TVWatch.81701301550,197.0,15
TVWatch.81701301650,55.0,15
TVWatch.81701301650,97.0,15
TVWatch.81701301650,164.0,15
TVWatch.81701301900,147.0,30
TVWatch.81701301900,197.0,15
TVWatch.81701301957,7.0,15
TVWatch.81701301957,55.0,15
TVWatch.81701302100,97.0,30
TVWatch.81701302100,114.0,15
TVWatch.81701302154,36.0,15
TVWatch.81701302200,185.0,15
TVWatch.81701302254,36.0,15
TVWatch.81701302330,1.0,30
TVWatch.81701302330,36.0,15
TVWatch.81701302330,54.0,30
TVWatch.81701302330,164.0,15
TVWatch.81701302330,197.0,15
TVWatch.81701302425,55.0,15
TVWatch.81701302425,97.0,15
TVWatch.81701302425,164.0,15
TVWatch.81701302455,97.0,15
TVWatch.81701302525,54.0,30
TVWatch.81701302550,197.0,15
TVWatch.81701302615,164.0,15
TVWatch.81701302635,164.0,45
TVWatch.81701310700,36.0,15
TVWatch.81701310950,54.0,30
TVWatch.81701310950,164.0,15
TVWatch.81701310950,197.0,15
TVWatch.81701311125,164.0,15
TVWatch.81701311155,7.0,15
TVWatch.81701311155,54.0,30
TVWatch.81701311155,55.0,30
TVWatch.81701311155,97.0,15
TVWatch.81701311345,54.0,60
TVWatch.81701311345,55.0,15
TVWatch.81701311345,97.0,30
TVWatch.81701311550,97.0,15
TVWatch.81701311650,97.0,15
TVWatch.81701311650,164.0,15
TVWatch.81701311900,36.0,15
TVWatch.81701311900,97.0,15
TVWatch.81701311900,113.0,15
TVWatch.81701311900,164.0,15
TVWatch.81701312154,113.0,15
TVWatch.81701312200,97.0,30
TVWatch.81701312200,113.0,30
TVWatch.81701312254,36.0,15
TVWatch.81701312254,113.0,15
TVWatch.81701312254,197.0,15
TVWatch.81701312300,36.0,15
TVWatch.81701312330,113.0,45
TVWatch.81701312455,54.0,30
TVWatch.81701312455,113.0,15
TVWatch.81701312455,197.0,15
TVWatch.81701312555,113.0,15
TVWatch.81701312555,164.0,30
TVWatch.81701312655,164.0,15
TVWatch.81702010525,39.0,30
TVWatch.81702010700,1.0,15
TVWatch.81702010700,39.0,15
TVWatch.81702010700,147.0,15
TVWatch.81702010800,39.0,30
TVWatch.81702010800,58.0,15
TVWatch.81702010800,190.0,15
TVWatch.81702010950,39.0,15
TVWatch.81702010950,54.0,60
TVWatch.81702010950,58.0,15
TVWatch.81702011125,39.0,15
TVWatch.81702011155,39.0,15
TVWatch.81702011155,97.0,15
TVWatch.81702011345,39.0,15
TVWatch.81702011345,54.0,15
TVWatch.81702011345,58.0,15
TVWatch.81702011550,54.0,15
TVWatch.81702011550,55.0,15
TVWatch.81702011550,97.0,15
TVWatch.81702011550,197.0,15
TVWatch.81702011650,113.0,30
TVWatch.81702011900,113.0,15
TVWatch.81702011957,97.0,30
TVWatch.81702012054,113.0,15
TVWatch.81702012100,97.0,30
TVWatch.81702012200,36.0,15
TVWatch.81702012200,54.0,30
TVWatch.81702012200,55.0,15
TVWatch.81702012300,190.0,15
TVWatch.81702012330,1.0,30
TVWatch.81702012425,36.0,15
TVWatch.81702012425,54.0,15
TVWatch.81702012425,197.0,15
TVWatch.81702012455,58.0,15
TVWatch.81702012455,197.0,15
TVWatch.81702012525,55.0,15
TVWatch.81702012525,197.0,15
TVWatch.81702012555,164.0,15
TVWatch.81702012625,113.0,15
TVWatch.81702012625,164.0,15
TVWatch.81702012650,164.0,30
TVWatch.81702020525,39.0,15
TVWatch.81702020525,164.0,15
TVWatch.81702020700,1.0,15
TVWatch.81702020700,39.0,15
TVWatch.81702020800,39.0,15
TVWatch.81702020950,54.0,15
TVWatch.81702020950,55.0,30
TVWatch.81702020950,58.0,15
TVWatch.81702021125,39.0,15
TVWatch.81702021125,197.0,15
TVWatch.81702021155,39.0,15
TVWatch.81702021155,54.0,30
TVWatch.81702021155,55.0,30
TVWatch.81702021155,97.0,30
TVWatch.81702021345,39.0,15
TVWatch.81702021345,54.0,30
TVWatch.81702021345,55.0,15
TVWatch.81702021550,58.0,15
TVWatch.81702021650,58.0,15
TVWatch.81702021650,113.0,15
TVWatch.81702021900,97.0,15
TVWatch.81702021957,97.0,30
TVWatch.81702022054,164.0,15
TVWatch.81702022154,39.0,15
TVWatch.81702022254,58.0,30
TVWatch.81702022300,1.0,15
TVWatch.81702022300,113.0,15
TVWatch.81702022300,164.0,15
TVWatch.81702022330,32.0,15
TVWatch.81702022330,55.0,15
TVWatch.81702022330,197.0,15
TVWatch.81702022425,32.0,15
TVWatch.81702022425,54.0,15
TVWatch.81702022455,32.0,15
TVWatch.81702022455,55.0,15
TVWatch.81702022525,36.0,15
TVWatch.81702022525,58.0,15
TVWatch.81702022525,97.0,15
TVWatch.81702022525,164.0,150
TVWatch.81702022525,197.0,15
TVWatch.81702022655,32.0,15
TVWatch.81702022655,164.0,15
TVWatch.81702030525,6.0,15
TVWatch.81702030525,39.0,15
TVWatch.81702030700,197.0,15
TVWatch.81702030950,6.0,30
TVWatch.81702030950,39.0,15
TVWatch.81702030950,54.0,15
TVWatch.81702030950,58.0,15
TVWatch.81702030950,97.0,15
TVWatch.81702031155,6.0,30
TVWatch.81702031155,39.0,15
TVWatch.81702031155,54.0,30
TVWatch.81702031155,97.0,30
TVWatch.81702031345,6.0,15
TVWatch.81702031345,39.0,15
TVWatch.81702031345,54.0,30
TVWatch.81702031345,97.0,15
TVWatch.81702031550,5.0,15
TVWatch.81702031550,6.0,30
TVWatch.81702031550,197.0,15
TVWatch.81702031650,6.0,30
TVWatch.81702031650,54.0,60
TVWatch.81702031650,55.0,30
TVWatch.81702031650,164.0,15
TVWatch.81702031900,6.0,15
TVWatch.81702031900,97.0,15
TVWatch.81702031957,1.0,15
TVWatch.81702031957,6.0,15
TVWatch.81702031957,39.0,15
TVWatch.81702032149,6.0,15
TVWatch.81702032149,55.0,15
TVWatch.81702032149,113.0,15
TVWatch.81702032155,6.0,15
TVWatch.81702032155,54.0,15
TVWatch.81702032300,97.0,15
TVWatch.81702032358,1.0,30
TVWatch.81702032358,54.0,15
TVWatch.81702032358,97.0,15
TVWatch.81702032358,113.0,45
TVWatch.81702032358,197.0,15
TVWatch.81702032455,197.0,15
TVWatch.81702032525,36.0,15
TVWatch.81702032530,58.0,15
TVWatch.81702032530,164.0,15
TVWatch.81702032600,32.0,15
TVWatch.81702032600,97.0,45
TVWatch.81702032600,113.0,30
TVWatch.81702032630,164.0,15
TVWatch.81702032700,164.0,90
TVWatch.81702032730,190.0,30
TVWatch.81702040600,29.0,15
TVWatch.81702040600,33.0,15
TVWatch.81702040600,39.0,15
TVWatch.81702040955,39.0,15
TVWatch.81702040955,58.0,15
TVWatch.81702041025,39.0,15
TVWatch.81702041025,97.0,15
TVWatch.81702041145,97.0,15
TVWatch.81702041150,39.0,15
TVWatch.81702041200,6.0,15
TVWatch.81702041200,29.0,15
TVWatch.81702041200,32.0,15
TVWatch.81702041200,54.0,30
TVWatch.81702041200,55.0,15
TVWatch.81702041330,55.0,15
TVWatch.81702041330,147.0,15
TVWatch.81702041400,29.0,15
TVWatch.81702041400,190.0,15
TVWatch.81702041505,1.0,15
TVWatch.81702041505,6.0,30
TVWatch.81702041505,33.0,15
TVWatch.81702041505,36.0,15
TVWatch.81702041505,39.0,15
TVWatch.81702041505,58.0,30
TVWatch.81702041505,97.0,30
TVWatch.81702041505,190.0,15
TVWatch.81702041505,197.0,15
TVWatch.81702041730,6.0,15
TVWatch.81702041800,6.0,15
TVWatch.81702041800,190.0,15
TVWatch.81702041830,6.0,15
TVWatch.81702041900,54.0,30
TVWatch.81702041900,97.0,30
TVWatch.81702041957,1.0,15
TVWatch.81702041957,58.0,15
TVWatch.81702042054,113.0,15
TVWatch.81702042100,6.0,15
TVWatch.81702042100,97.0,15
TVWatch.81702042100,113.0,30
TVWatch.81702042100,190.0,15
TVWatch.81702042310,6.0,15
TVWatch.81702042310,30.0,15
TVWatch.81702042340,58.0,15
TVWatch.81702042340,147.0,15
TVWatch.81702042515,113.0,30
TVWatch.81702042515,197.0,15
TVWatch.81702042545,97.0,15
TVWatch.81702042545,197.0,15
TVWatch.81702042605,97.0,15
TVWatch.81702042620,6.0,30
TVWatch.81702042620,32.0,15
TVWatch.81702042620,55.0,30
TVWatch.81702042620,113.0,15
TVWatch.81702042620,190.0,15
TVWatch.81702050420,6.0,15
TVWatch.81702050600,39.0,15
TVWatch.81702050615,39.0,15
TVWatch.81702050630,6.0,15
TVWatch.81702050630,39.0,15
TVWatch.81702050700,6.0,15
TVWatch.81702050825,39.0,15
TVWatch.81702050830,39.0,15
TVWatch.81702050900,39.0,15
TVWatch.81702051000,1.0,15
TVWatch.81702051000,6.0,30
TVWatch.81702051000,197.0,15
TVWatch.81702051115,32.0,15
TVWatch.81702051115,190.0,15
TVWatch.81702051145,6.0,15
TVWatch.81702051200,39.0,15
TVWatch.81702051300,39.0,15
TVWatch.81702051300,54.0,15
TVWatch.81702051300,97.0,15
TVWatch.81702051330,6.0,15
TVWatch.81702051400,32.0,15
TVWatch.81702051400,54.0,30
TVWatch.81702051720,190.0,15
TVWatch.81702051725,190.0,15
TVWatch.81702051900,1.0,15
TVWatch.81702051900,29.0,15
TVWatch.81702051900,33.0,15
TVWatch.81702051900,197.0,15
TVWatch.81702052054,33.0,15
TVWatch.81702052054,55.0,15
TVWatch.81702052100,26.0,15
TVWatch.81702052100,97.0,30
TVWatch.81702052154,29.0,15
TVWatch.81702052200,29.0,15
TVWatch.81702052200,32.0,15
TVWatch.81702052200,58.0,15
TVWatch.81702052315,1.0,15
TVWatch.81702052315,29.0,15
TVWatch.81702052315,32.0,15
TVWatch.81702052315,54.0,15
TVWatch.81702052315,197.0,15
TVWatch.81702052430,97.0,15
TVWatch.81702052500,54.0,15
TVWatch.81702052500,55.0,45
TVWatch.81702052500,58.0,15
TVWatch.81702052500,97.0,15
TVWatch.81702052530,97.0,15
TVWatch.81702052530,113.0,30
TVWatch.81702052530,190.0,30
TVWatch.81702052530,197.0,15
TVWatch.81702052630,6.0,30
TVWatch.81702060525,6.0,15
TVWatch.81702060525,33.0,30
TVWatch.81702060525,39.0,15
TVWatch.81702060700,6.0,15
TVWatch.81702060800,33.0,15
TVWatch.81702060800,39.0,30
TVWatch.81702060800,58.0,15
TVWatch.81702060950,29.0,15
TVWatch.81702060950,39.0,15
TVWatch.81702060950,54.0,45
TVWatch.81702060950,55.0,30
TVWatch.81702060950,58.0,15
TVWatch.81702061125,197.0,15
TVWatch.81702061155,1.0,15
TVWatch.81702061155,5.0,15
TVWatch.81702061155,6.0,15
TVWatch.81702061155,29.0,15
TVWatch.81702061155,54.0,60
TVWatch.81702061155,55.0,30
TVWatch.81702061155,97.0,30
TVWatch.81702061345,1.0,15
TVWatch.81702061345,5.0,15
TVWatch.81702061345,29.0,15
TVWatch.81702061345,54.0,75
TVWatch.81702061345,55.0,60
TVWatch.81702061345,97.0,15
TVWatch.81702061550,29.0,15
TVWatch.81702061550,54.0,30
TVWatch.81702061550,55.0,30
TVWatch.81702061550,58.0,15
TVWatch.81702061650,1.0,15
TVWatch.81702061650,6.0,30
TVWatch.81702061650,29.0,30
TVWatch.81702061650,33.0,15
TVWatch.81702061650,54.0,45
TVWatch.81702061650,55.0,60
TVWatch.81702061650,113.0,15
TVWatch.81702061900,6.0,15
TVWatch.81702061957,5.0,30
TVWatch.81702061957,113.0,15
TVWatch.81702062054,197.0,15
TVWatch.81702062100,97.0,30
TVWatch.81702062300,6.0,15
TVWatch.81702062300,7.0,15
TVWatch.81702062330,1.0,15
TVWatch.81702062330,6.0,15
TVWatch.81702062330,32.0,15
TVWatch.81702062330,33.0,15
TVWatch.81702062330,36.0,15
TVWatch.81702062330,58.0,15
TVWatch.81702062425,6.0,30
TVWatch.81702062425,39.0,15
TVWatch.81702062455,6.0,15
TVWatch.81702062455,32.0,15
TVWatch.81702062455,39.0,15
TVWatch.81702062455,197.0,15
TVWatch.81702062525,33.0,15
TVWatch.81702062525,36.0,15
TVWatch.81702062525,39.0,15
TVWatch.81702062525,190.0,15
TVWatch.81702062525,197.0,15
TVWatch.81702062550,197.0,15
TVWatch.81702062635,6.0,30
TVWatch.81702070525,6.0,15
TVWatch.81702070525,32.0,15
TVWatch.81702070525,39.0,45
TVWatch.81702070525,157.0,15
TVWatch.81702070700,33.0,15
TVWatch.81702070700,97.0,15
TVWatch.81702070700,197.0,15
TVWatch.81702070800,6.0,15
TVWatch.81702070800,29.0,15
TVWatch.81702070800,39.0,30
TVWatch.81702070950,6.0,30
TVWatch.81702070950,39.0,15
TVWatch.81702070950,54.0,45
TVWatch.81702070950,58.0,15
TVWatch.81702070950,147.0,15
TVWatch.81702071130,6.0,15
TVWatch.81702071155,1.0,15
TVWatch.81702071155,6.0,15
TVWatch.81702071155,29.0,15
TVWatch.81702071155,39.0,15
TVWatch.81702071155,54.0,30
TVWatch.81702071155,55.0,15
TVWatch.81702071155,97.0,15
TVWatch.81702071345,26.0,15
TVWatch.81702071345,29.0,30
TVWatch.81702071345,54.0,30
TVWatch.81702071550,29.0,15
TVWatch.81702071550,54.0,30
TVWatch.81702071550,147.0,15
TVWatch.81702071650,6.0,15
TVWatch.81702071650,26.0,15
TVWatch.81702071650,29.0,15
TVWatch.81702071650,54.0,30
TVWatch.81702071650,97.0,15
TVWatch.81702071650,113.0,15
TVWatch.81702071650,157.0,15
TVWatch.81702071650,181.0,30
TVWatch.81702071900,1.0,15
TVWatch.81702071900,6.0,30
TVWatch.81702071900,97.0,15
TVWatch.81702071900,157.0,15
TVWatch.81702071900,181.0,30
TVWatch.81702072054,55.0,15
TVWatch.81702072100,26.0,15
TVWatch.81702072154,5.0,15
TVWatch.81702072154,26.0,15
TVWatch.81702072154,113.0,15
TVWatch.81702072154,157.0,15
TVWatch.81702072200,26.0,15
TVWatch.81702072200,113.0,30
TVWatch.81702072300,147.0,15
TVWatch.81702072330,1.0,30
TVWatch.81702072330,26.0,15
TVWatch.81702072330,29.0,15
TVWatch.81702072330,54.0,15
TVWatch.81702072330,113.0,30
TVWatch.81702072425,6.0,30
TVWatch.81702072425,113.0,15
TVWatch.81702072455,181.0,30
TVWatch.81702072525,36.0,15
TVWatch.81702072525,197.0,15
TVWatch.81702072555,26.0,15
TVWatch.81702072555,157.0,15
TVWatch.81702072555,190.0,15
TVWatch.81702080525,5.0,15
TVWatch.81702080525,157.0,30
TVWatch.81702080525,197.0,15
TVWatch.81702080700,26.0,15
TVWatch.81702080700,147.0,15
TVWatch.81702080800,6.0,15
TVWatch.81702080800,33.0,30
TVWatch.81702080800,39.0,15
TVWatch.81702080950,5.0,15
TVWatch.81702080950,6.0,30
TVWatch.81702080950,33.0,15
TVWatch.81702080950,39.0,15
TVWatch.81702080950,54.0,15
TVWatch.81702080950,66.0,15
TVWatch.81702081125,6.0,15
TVWatch.81702081130,6.0,30
TVWatch.81702081155,6.0,30
TVWatch.81702081155,26.0,15
TVWatch.81702081155,29.0,15
TVWatch.81702081155,39.0,15
TVWatch.81702081155,55.0,30
TVWatch.81702081155,157.0,15
TVWatch.81702081345,6.0,45
TVWatch.81702081345,29.0,15
TVWatch.81702081345,39.0,15
TVWatch.81702081345,54.0,15
TVWatch.81702081345,66.0,15
TVWatch.81702081550,54.0,15
TVWatch.81702081650,1.0,15
TVWatch.81702081650,6.0,15
TVWatch.81702081650,29.0,15
TVWatch.81702081650,30.0,15
TVWatch.81702081650,66.0,15
TVWatch.81702081650,113.0,15
TVWatch.81702081650,181.0,30
TVWatch.81702081650,197.0,15
TVWatch.81702081900,7.0,15
TVWatch.81702081900,26.0,15
TVWatch.81702081900,66.0,15
TVWatch.81702081900,113.0,15
TVWatch.81702081957,97.0,30
TVWatch.81702081957,113.0,15
TVWatch.81702082100,7.0,15
TVWatch.81702082100,97.0,30
TVWatch.81702082154,29.0,15
TVWatch.81702082154,33.0,15
TVWatch.81702082200,36.0,15
TVWatch.81702082254,190.0,15
TVWatch.81702082300,6.0,15
TVWatch.81702082300,39.0,15
TVWatch.81702082300,54.0,15
TVWatch.81702082300,190.0,30
TVWatch.81702082330,1.0,15
TVWatch.81702082330,113.0,30
TVWatch.81702082330,190.0,15
TVWatch.81702082330,197.0,15
TVWatch.81702082425,6.0,15
TVWatch.81702082425,33.0,15
TVWatch.81702082425,36.0,15
TVWatch.81702082425,197.0,15
TVWatch.81702082455,33.0,30
TVWatch.81702082455,36.0,15
TVWatch.81702082455,39.0,15
TVWatch.81702082455,54.0,15
TVWatch.81702082455,197.0,15
TVWatch.81702082525,1.0,15
TVWatch.81702082525,36.0,15
TVWatch.81702082525,113.0,30
TVWatch.81702082525,197.0,15
TVWatch.81702082555,33.0,15
TVWatch.81702082555,190.0,15
TVWatch.81702082650,6.0,15
TVWatch.81702090525,6.0,15
TVWatch.81702090525,157.0,15
TVWatch.81702090525,190.0,15
TVWatch.81702090700,1.0,15
TVWatch.81702090700,6.0,15
TVWatch.81702090700,29.0,15
TVWatch.81702090700,33.0,15
TVWatch.81702090800,6.0,15
TVWatch.81702090800,33.0,30
TVWatch.81702090800,39.0,15
TVWatch.81702090800,190.0,15
TVWatch.81702090950,6.0,30
TVWatch.81702090950,26.0,15
TVWatch.81702090950,33.0,15
TVWatch.81702090950,66.0,30
TVWatch.81702091125,6.0,15
TVWatch.81702091125,39.0,15
TVWatch.81702091130,6.0,15
TVWatch.81702091130,39.0,15
TVWatch.81702091155,5.0,15
TVWatch.81702091155,6.0,30
TVWatch.81702091155,29.0,15
TVWatch.81702091155,32.0,15
TVWatch.81702091155,54.0,15
TVWatch.81702091155,66.0,15
TVWatch.81702091155,97.0,30
TVWatch.81702091345,6.0,30
TVWatch.81702091345,26.0,30
TVWatch.81702091345,29.0,15
TVWatch.81702091345,39.0,15
TVWatch.81702091345,55.0,15
TVWatch.81702091345,66.0,15
TVWatch.81702091345,147.0,15
TVWatch.81702091345,197.0,15
TVWatch.81702091550,6.0,15
TVWatch.81702091550,26.0,15
TVWatch.81702091550,30.0,15
TVWatch.81702091550,66.0,30
TVWatch.81702091650,6.0,30
TVWatch.81702091650,29.0,15
TVWatch.81702091650,33.0,15
TVWatch.81702091650,54.0,15
TVWatch.81702091650,66.0,30
TVWatch.81702091650,113.0,15
TVWatch.81702091900,6.0,15
TVWatch.81702091900,7.0,15
TVWatch.81702091900,66.0,15
TVWatch.81702091957,7.0,15
TVWatch.81702091957,29.0,15
TVWatch.81702091957,36.0,15
TVWatch.81702092054,33.0,15
TVWatch.81702092054,197.0,15
TVWatch.81702092100,26.0,15
TVWatch.81702092100,113.0,15
TVWatch.81702092154,29.0,15
TVWatch.81702092154,36.0,15
TVWatch.81702092154,66.0,15
TVWatch.81702092200,7.0,15
TVWatch.81702092254,55.0,15
TVWatch.81702092254,58.0,30
TVWatch.81702092254,147.0,15
TVWatch.81702092300,54.0,15
TVWatch.81702092300,113.0,15
TVWatch.81702092330,1.0,30
TVWatch.81702092330,32.0,15
TVWatch.81702092330,33.0,15
TVWatch.81702092330,36.0,15
TVWatch.81702092330,181.0,30
TVWatch.81702092425,6.0,30
TVWatch.81702092425,30.0,15
TVWatch.81702092425,39.0,15
TVWatch.81702092425,157.0,15
TVWatch.81702092425,197.0,15
TVWatch.81702092455,32.0,15
TVWatch.81702092455,39.0,15
TVWatch.81702092455,54.0,15
TVWatch.81702092455,55.0,15
TVWatch.81702092455,66.0,15
TVWatch.81702092455,157.0,15
TVWatch.81702092525,1.0,15
TVWatch.81702092525,6.0,15
TVWatch.81702092525,32.0,15
TVWatch.81702092525,33.0,15
TVWatch.81702092525,36.0,15
TVWatch.81702092525,113.0,45
TVWatch.81702092525,157.0,15
TVWatch.81702092525,190.0,15
TVWatch.81702092525,197.0,15
TVWatch.81702092655,6.0,15
TVWatch.81702100525,6.0,15
TVWatch.81702100525,26.0,30
TVWatch.81702100525,33.0,30
TVWatch.81702100525,39.0,30
TVWatch.81702100525,157.0,15
TVWatch.81702100700,55.0,15
TVWatch.81702100800,6.0,15
TVWatch.81702100800,33.0,15
TVWatch.81702100800,39.0,15
TVWatch.81702100950,6.0,60
TVWatch.81702100950,26.0,45
TVWatch.81702100950,33.0,15
TVWatch.81702100950,39.0,30
TVWatch.81702100950,54.0,15
TVWatch.81702100950,66.0,15
TVWatch.81702100950,197.0,15
TVWatch.81702101125,6.0,15
TVWatch.81702101130,6.0,15
TVWatch.81702101130,39.0,15
TVWatch.81702101155,1.0,15
TVWatch.81702101155,6.0,30
TVWatch.81702101155,26.0,30
TVWatch.81702101155,29.0,15
TVWatch.81702101155,30.0,15
TVWatch.81702101155,55.0,30
TVWatch.81702101155,66.0,15
TVWatch.81702101155,157.0,15
TVWatch.81702101345,6.0,15
